review,sentiment
"dežele, ki je ležala na smrt bolna v neizmerno žalost kralja in vsega ljudstva. $ prepeljati na kraljev dvor. Tam poprosi, da ga peljejo pred kralja, ker je imeniten $ imeniten zdravnik iz tuje dežele ter hoče ozdraviti bolno kraljičino. Kralj ga je hitro",1
"sladko bodočnost. — Na vshodu je začel svitati beli dan. Vile so umolknile. Z $ on je slišal po noči, kako so se pogovarjale gorske Vile. Rekle so: »Tista kraljičina $ gotovo nas je poslušal kak črv pozemeljski!« Oglasi se neka Vila: »Da, da zares,",0
ljubljeni je umrl bratoma Dvema oče. Zapustil jima je,1
"denarja, da si ga sama razdelita na dva jednaka dela. Mlajši brat pravi starejšemu: »Pojdiva",1
"razdelita zapuščnino pred cerkvijo. Mlajši brat pa trdi svojo, no starejši prav tako svojeglavno $ bolje z u n a j cerkve, ostane vsa zapuščnina starejšemu. Šla sta iz $ le kaže kaj dobička. Ko sta ga zagledala, dejal je starejši brat mlajšemu: »Glej glej,",0
"pošteno razsoditi čudno stavo. Nista čakala dolgo, ko zagledata nekakega gospoda, ki jo je $ naravnost proti njima. Ali to ni bil zares kak posveten gospod, bil je sam $ starejši brat mlajšemu: »Glej glej, kako sva srečna! Onega le gospoda poprašava, pa bo",0
"in kratkočasijo med sabo gozdne Vile. Pogovarjale so se o kraljičini tiste dežele, ki $ brala z lica poslednjega meščana. Naš popotnik izve, da se kraljičina bori že s $ je imeniten zdravnik iz tuje dežele ter hoče ozdraviti bolno kraljičino. Kralj ga je",1
"Kdor si upa bodisi z močjo bodisi z zvijačo premagati zmaja, bo dobil ta $ bogato plačilo zraven. Vsa zemlja in ves kraj, kjer gospoduje zmaj, bo zmagovalčeva last, $ najpogumnejšega človeka je stresel mraz, če je v bližini zaslišal zmajev glas. Vendar so $ skupaj, ker v slogi je moč, in šli so nad zmaja. Vzamejo silnega bika $ kavelj in se zapne v mehko meso. Zdaj zgrabi ujeti zmaj ubogo žival z",0
rajši po bližnjih hribih in gričih. Veselo prepevaje je gnal pastir svojo čredo na $ kraju svoje življenje. Veselo petje in vriskanje zadovoljnih in brezskrbnih pastirjev se je razlegalo,1
"in odkrižati nevarnega, neusmiljenega roparja? To je bilo težko vprašanje. Poglavar je najpogumnejšemu izmed $ je nekaj pogumnih korenjakov, ki so šli na nevaren lov. Poglavar je namreč rekel:",1
"kračo. Ta pogled lisico predrami in poprosi ju za kračo. Volk in medved se $ pa reče medved volku iti po panj, da praznujejo god. Volk gre, odkoplje zemljo $ lisica zadaj. Sreča jih pes, ki je nesel kos slanine. Volku in medvedu se $ skoči in vzame slanino psu ter ne gre več dalje. Volk in medved pa $ prideta na razpotje: prvi krene na levo, drugi na desno. Volk pride do konj, $ s slanino, ki jo je bila lisica dobila v pest. Volk in medved prideta $ sira je tam. Popijva najprej sirotko in potem prigrizniva sir.« Volk jo uboga in",0
"niso dobili. Sklenili so tedaj shraniti panj za medvedov god. Medvedov god je namreč $ nazaj, da nihče ni vedel, kam je šla in zakaj. Medvedu in volku so $ odkoplje zemljo in liže med, dokler je zarja ne prežene. Medved in volk prideta $ odkoplje zemljo in liže med, dokler je zarja ne prežene. Medved in volk prideta $ odhiti zopet nazaj in ju skrije globoko v svojem brlogu. Medved in volk prideta $ iz svoje luknje, kot bi bila bogve kaj poštenega naredila. Medved in volk prideta $ obeh brlogih nejdejo kos medu. Kdo je bil zdaj tat? Medved in volk sta $ misli pokrepčati s slanino, ki si jo je prisvojila lisica. Medved je šel na",0
"prvi krene na levo, drugi na desno. Volk pride do konj, ki so se",1
" Lisica se odpravi na $ je za botro povabljena. Tovariša ji verjameta in gresta sama. Lisica pa jo odkuri $ Tovariša ji verjameta in gresta drugi dan sama na lov. Lisica pa odhiti čez $ Tovariša ji verjameta in gresta drugi dan sama na lov. Lisica pa odhiti čez $ medved ne verjame in še enkrat gresta oba v brlog. Lisica pa ta čas $ in medvedu se zdi za malo, da bi ga nadlegovala. Lisica si pa misli:»Vse $ bila storjena in volk in medved sta šla jezna narazen. Lisica pa pelje volka $ prišel do lune – sira. Ker ne odjenja, se razpoči. Lisica pa, ki je $ lovec. Zadrgne locen*, medved je ujet in ne more ganiti. Lisica pa zbeži proč",1
"sta Bila oče in mati, ki $ ni približal niti jeden ženin. To je močno jezilo mater; oče pa je klel: $ pa je na žensko radovednost. Kakor kak grof pride k očetu te ga zaprosi $ jabelko pa jej pade v pekel, kjer je zgorelo. Vsa zmočena zapre vrata ter $ njo v peklensko brezno. Na to se napravi lucifer k očetu, kateremu laže: »Moji $ imela več zlatega jabelka. Lucifer se napoti v tretje do očeta Reče mu: »Kjer $ bil silno radoveden, kaj neki nosi toliko na dom. Že hoče vzeti koš z $ li jezna, ka - li?« — de jej ter jo hoče malo poriniti, a $ In vsega tega bi ne bilo potreba, da ni bilo očetove -- kletve.",0
"in oče sta Bila mati, ki sta imela",0
"tri imela sta ki mati, in oče sta Bila hčere. Nesreča pa je $ kak grof pride k očetu te ga zaprosi za staršo hčer. Z velikim veseljem $ »Moji ženi je silno dolgočasno; pustite z mano vašo drugo hčer, dobro se ji $ dve, naj bo še tretja! Dovolite, da odpeljem še najmlajšo hčer; se malo poveselimo, $ ker nas bo lepa družba!« Hudič odpelje tako še najmlajšo hčer, ki je bila $ na hrbet ter nese proti hiši nesrečnih — — ukletih hčera. Potil je res $ hiše. Tako, vidite, je hudič zvabil v pekel tri uklete hčere, a jih znosil",1
"vrata ter teče proč. Sreča jo njen mož — — lucifer. »Kje je jabelko?« $ pahne še njo v peklensko brezno. Na to se napravi lucifer k očetu, kateremu $ jima reče: »Samo potrpita malo, pa vaji rešim!« Ko pride lucifer domu, praša jo $ zlato jabelko. Ona mu ga pomoli pred nos — in lucifer si od jeze $ gre v koš ter se pogrne. Čez nekoliko časa pride lucifer domu, zadene koš $ »Vidim vidim!« — »Če vidiš pa vidi!« — misli si lucifer ter teče dalje. $ malo poriniti, a začuti šum — slame. Še-le sedaj zapazi lucifer veliko prevaro! Pograbi",0
tri duše. Računil pa je na žensko radovednost. Kakor kak grof pride k očetu,1
"bogat je Bil kralj, ki je imel $ kakor jim je povedal mož. Skoraj zvedo, da ima tamkajšnji kralj dvanajst hčera. Napotijo $ kakor je navada pri imenitnih kraljevskih osebah, in reko: »Gospod kralj, zvedeli smo, da $ po eno hčer za ženo; sinovi smo tega in tega kralja.« Kralj je bil $ v to in to mesto, vprašaj po tem in tem kralju, ki ima dvanajst $ mu je povedal tisti stari mož in izve, kje je kraljeva palača. Sliši tudi, $ izve, kje je kraljeva palača. Sliši tudi, da je imel kralj dvanajst hčera in $ tedaj bolan, ko so šli drugi snubit. Odpravi se h kralju. Ta mu pove",1
"Ko so se drugi dan odpravljali na pot, je bil najmlajši brat bolan: dal pa $ prišla kropit svoje okamnele sestre. V tem času ozdravi doma najmlajši brat. Pogleda se v",1
"doma in pridejo do treh cest. Tam jih čaka star mož in jih vpraša: $ dalje in pridejo v tisto mesto, kakor jim je povedal mož. Skoraj zvedo, da $ kaj bi počela. Ob devetih dopoldne pride po poti star mož k njej in $ enajst bratov, ki so vsi okamneli. Potem ji reče stari mož: »Če hočeš k $ do tistih treh cest. Tam ga že čaka tisti stari mož in ga vpraša: $ Kmalu pride v mesto, kakor mu je povedal tisti stari mož in izve, kje $ sam sebi ne verjame. Ob devetih pride dekle tistega starega moža kamenje kropit. Ko $ ženinov. »Jaz sem pa dvanajsta sestra in služim pri starem možu; vsak dan moram $ mogoče rešiti ali ne.« On jo pouči, naj vpraša starega moža, ki mu služi: $ je mogoče rešiti.« Dekle gre domov. Ko se snideta z možem na samoti, ga $ in jo vpraša. Dekle mu pove, kakor ji je povedal mož, da je brate",1
"osedlajo, sedejo nanje in se odpravijo domov. Na poti reče starejši brat: »Zdaj nas je",0
kralja.« Kralj je bil takoj zadovoljen in kraljeviči se zaroče. Najmlajša kraljična pa je bila,0
"ozkih, da se ne ponesrečiš.« Najmlajši sin gre in sreča lisico. Ta ga vpraša: $ »Vsaka žival mora imeti živež na svetu, tako tudi ti, lisica.« Gre spet dalje. $ sredi jezera, a do nje ne more. Tedaj se spomni lisice, ki ji je $ spomni lisice, ki ji je dal nekoč mesa. Ročno pride lisica k njemu in",1
"tudi ti, lisica.« Gre spet dalje. Ne dolgo nato sreča volka, ki ga prosi: $ »Vsaka žival mora imeti živež na svetu, tako tudi ti, volk.« Mladenič gre dalje. $ časa mine, preden jo najde. Tam mu pride naproti tisti volk, ki mu je",1
"Ko vsi ožive, jim reče: »Takoj pojdimo dalje, da nas čarovnik ne dobi!« Pridejo $ Toliko da pridejo čez sredo vode, že prisopiha za njimi čarovnik. Toda nima več",0
"zapel. Nato je znesel jajce, iz katerega se je izvalil zmajček. Mladiček je iskal $ nasproti Košute odtrgala velikanska skala. Ta je prigrmela nad bežečega zmaja s tako silo,",1
"skal in prestrašena divjad se je razkropila na vse strani. Ptiči zbrani v jate,",1
"obdelovali, kopali so živo srebro. Na robu vasi je živel Jaka, ki je imel $ bo z njim.« »O, pa bo!« jim je veselo odgovarjal Jaka. A čeprav je $ pa bo!« jim je veselo odgovarjal Jaka. A čeprav je Jaka svojega petelina dobro $ šibak, da ni bil ničemur podoben. Nekega popoldneva sta se Jaka in petelin grela $ je prineslo staro, grbasto babo. »To je zagotovo coprnica,« pomisli Jaka. »Njo bom poprosil $ postajal čedalje bolj srborit. Nekega jutra, še preden ga je Jaka utegnil poprašiti in",1
"Na robu vasi je živel Jaka, ki je imel slabotnega petelina. Kadar so ga $ jim je veselo odgovarjal Jaka. A čeprav je Jaka svojega petelina dobro krmil, temu $ ni bil ničemur podoben. Nekega popoldneva sta se Jaka in petelin grela na soncu $ in coprnica mu za drag denar pove, kako naj hrani petelina, da bo zrasel.",1
"hišo. Mimo je prineslo staro, grbasto babo. »To je zagotovo coprnica,« pomisli Jaka. »Njo $ pomisli Jaka. »Njo bom poprosil za nasvet.« Pokliče jo in coprnica mu za drag",0
se je odtrgala polovica gore. Na plan je prilomastila velikanska pošast s sedmimi glavami,0
"živel Jaka, ki je imel slabotnega petelina. Kadar so ga sosedje videli, so zmajevali",1
"da opazili, Ste muce zelo veliko spijo? $ naslednji trenutek predejo? Mar res predejo nevidno volno? Motite se! Muce predejo naše sanje. $ so čisto majhne, druge tolikšne, da jih cvet komaj drži. Muca ve, kako izbirati",1
"naročju in hitela domov, da bi ga pokazala mami in očetu. Tako je hitela, $ se je čedalje huje. Mama jo je božala in objemala,  oče ji je $ in čez nekaj časa sta zraven nje zadremala še zaskrbljena oče in mama. A",1
"držala v naročju in hitela domov, da bi ga pokazala mami in očetu. Tako $ - glas ni in ni hotel iz njih. Nazadnje je mami potisnila v roko $ ostanek balona. Ni jokala, samo tresla se je čedalje huje. Mama jo je božala",1
"iz matematike, na kateri piše pet, in trenutek, ko te Urša pogleda s tistimi",1
"je najprej prikazala črna tačka, nato smrček, nazadnje pa je Naska z glavo odrinila $ trenutek je bila s Tašo že sredi sanj. Najprej je Naskin grobi jeziček izmil $ so se pozlatile in razsvetlile temo, ki je obdajala Tašo. Naska je pomignila s",1
"je pametna črna muca z belo liso na trebuščku. K Taši je prišla že $ pločnika, prehodi čisto ob robu ceste. Tisti dan je bila Taša zelo srečna: za $ obrnila, je zagledala velikanski avto. Drvel je naravnost proti njej. Taša je od groze",1
"naj vstane, da bo šel k maši, saj so včasih kralji in bogataši tudi",1
"ni bil kača. Šla sta v kraljevičev grad. Kralj in kraljica sta bila zelo vesela $ izbo, se je po njej že zvijala in plazila kača. Kraljica se je prestrašila",1
"bila že jezna in je sinu rekla: »Da bi postal kača, ker ne ubogaš $ odprla izbo, se je po njej že zvijala in plazila kača. Kraljica se je $ sina, dali toliko denarja, kolikor ga bo prosil. Kraljevič – kača – pa pravi:",0
"kraljevič. živel je Nekoč Mati ga je zjutraj $ naj vstane in gre k maši. Kraljevič pa ni vstal. Mati je že drugič $ v tistih časih, pa je bilo tako, da če je mati dete v kaj",0
"siromaki. Priganjala ga je, naj vstane in gre k maši. Kraljevič pa ni vstal. $ odrešil njenega sina, dali toliko denarja, kolikor ga bo prosil. Kraljevič – kača –",1
"odrešila. Vidva me ne moreta rešiti. Rešila me bo junaška Vida, ki se bo $ me bo junaška Vida, ki se bo danes rodila.« Zares, Vida je rasla, kraljevič $ kraljevič pa je bil še naprej kača. Ko je bila Vida stara štirinajst let,",1
"imenom z multimilijonar je Živel Mock-a-fellow. Imel je obširne $ neslo velikanski dobiček. Kljub vsemu svojemu bogastvu je bil pa Mock-a-fellow jako čuden človek. $ sme Tako čmerni in dolgočasni jal se sploh ni nikoli. Mock-a-fellow je dalal veliko $ svojim bosom občeval prijazno in kratkočasno, tem bolj je bil Mock-a-fellow z njim oduren $ pripravil celo k smehu. Ali zastonj je bil vsak poskus. Mock-a-fellow je bil še $ dal obesiti tablico z napisom: $5000 nagrade vsakemu, kdor milionarja Mock-a-fellowa pripravi k smehu. $ so plesali, zvijali se in peli na vse načine pred Mock-a-fellowom, a dosegli niso $ vse načine pred Mock-a-fellowom, a dosegli niso ni najmanjšega vspeha. Mock-a-fellow je grdo gledal $ somišljeniki so že obupali. Kar se nekega dne oglasi v Mock-a-fellowi palači revno oblečen $ kislo. Delavec je začel s pogumnimi in trpkimi besedami očitati Mock-a-fellowu neznosne – krivice, $ več pravic sicer bodo delavci primorani iskati jih drugim potom. Mock-a-fellow je pozorno poslušal $ in ko je delavec rekel, da hoče več pravic – Mock-a-fellow se ni mogel $ »Ha! Ha! Jaz vam bom že dal vaših pravic! Ha!« Mock-a-fellow je omahnil na $ bodete tako delali, kot ste doslej! Marš. Ha, ha!!« In Mock-a-fellow se smeje oddaljil;",0
"svojej rodbini in poslovnemu osobju. Zlasti je trpel njegov glavni poslovodja, s kterim je $ milijonar vsak dan v dotiki. Kolikor bolj se je trudil poslovodja, da bi z $ bolj je bil Mock-a-fellow z njim oduren in sirov. Toda poslovodja je bil potrpežljiv. $ še bolj razdražen in je vsakikrat ne baš nežno ozmerjal poslovodjo. Slednjič je potrpežljivemu $ je vsakikrat ne baš nežno ozmerjal poslovodjo. Slednjič je potrpežljivemu poslovodji prišlo nekaj na $ – »Ha! Ha! Ha! haaa!« donelo je po sobi in poslovodja ter ostali vslužbenci",1
"Kar se nekega dne oglasi v Mock-a-fellowi palači revno oblečen delavec. Prosi, da ga $ milijonarja. Njegovi prošnji se takoj ustreže in kmalo je stal delavec pred osornim milijonarjem, $ – usta so se širila – – in ko je delavec rekel, da hoče",1
"polnoči, verjemite ali ne, je prišlo k tistemu sodu dvanajst volkov. Dečkec seže z $ dvanajst volkov. Dečkec seže z roko iz soda, pograbi prvega volka za rep in $ je trgal z dreves in z njimi napolnil sod, toda volka ni izpustil, dokler",0
" Oče si je v $ in tudi sinu je zelo ugajal. Nekega dne je šel oče na njivo, deček",1
"je zelo ugajal. Nekega dne je šel oče na njivo, deček pa je skril $ votline nekega drevesa. Tu pa so maldi hupkači, se razveseli dečkec in spleza na $ Volk se je prestrašil in bežal in vlekel za seboj dečka v sodu. Pritekla",1
"okoli ob teh urah in v tem vremenu? je dejala lisica. - Jaz sem, $ zmrznil, nos mi že ledeni! - Ne, ne! je odgovorila lisica, če prideš noter, $ je zmešala polento in jež se je počasi, ko je lisica gledala v kotel, $ do ognjišča. - Kaj pa delaš tule? ga je vprašala lisica, obljubil si mi, $ ognja, saj te ne tikam! - Naj bo! je dejala lisica. Polenta je bila $ je pomakati polento. - Ne mi vsega pojesti, je dejala lisica, saj si brez $ si brez vsake olike! Jež je kar naprej jedel in lisica, ki se je $ doma kuhal in varoval hišo. - Ne, ne, je dejala lisica, ta hiša je $ In jež je stopil iz postelje in se je zaletel lisici med noge. Lisica",1
"in v tem vremenu? je dejala lisica. - Jaz sem, jež sem, odprimi, bodi $ ti ne bom v nadlego, usmili se me! je rekel jež. Lisica, ki je $ se je stisnil v kot. Lisica je zmešala polento in jež se je počasi, $ od vrat. - Ja, ja, obljubil sem ti, je dejal jež, pa mi je $ roke pa si ni upala stegniti v skledo. Ko je jež nehal jesti, je $ lisičino posteljo in se lepo stegnil. - Čuješ je dejal jež, jaz in ti $ spati. - Kam naj grem v tem mrazu, je dejal jež, tu je toplo $ gre, da bi živela z mano, pa se poberi! In jež je stopil iz",0
"dlaka stala pokonci kakor petelinu perje. Ustavil ga je šele volk: »Hej, kam tako $ me premagal zajec« »Dveh pa gotovo ne bo,« je menil volk. Sla sta pod $ se je postavil na zadnje noge in je videl zajca, volk pa ga ni $ postaviti. »Vidim, da ti moram pomagati,« je rekel kosmatinec, prijel volka, se postavil z $ krajev in se še do danes ni vrnil, pa tudi volkov ni več v $ vidiš tam za plotom? Mrcina, odgovori, ga vidiš ali ne?« Volk pa ni odgovoril,",0
"Oves je lepo zorel. To sta opazila tudi zajec in medved ter mnogokrat nepovabljena $ udaril po kamnu, ga skrivaj omočil in ga ponudil začudenemu medvedu pod nos: »Vidiš, $ majhna žaba, pa tak mojster. Zbežati bo treba,« je vzdihnil medved. Zajec je strigel $ spočijva.« Medved je smrčal, zajec tudi. Zajec je res spal, medved pa ne. Mislil $ a zajčeve oči so vse bolj buljile. Naposled se je medved ojunačil in zbežal, $ pa ni odgovoril, ne zdaj, ne potem, ko ga je medved izpustil iz objema: $ več v naših gozdovih, kajti poslednjega je do smrti stisnil medved, ko mu je $ hodila v goste. Nekega večera sta se srečala v ovsu. Medved je zarenčal nad $ stisnil, da bo pritekla voda iz njega, tistega bodi oves!« Medved je zdrobil kamen $ sva, pojdiva na onile hribček k plotu in se spočijva.« Medved je smrčal, zajec $ je menil volk. Sla sta pod klanec gledat junaka zajčka. Medved se je postavil $ tako krepko ga je stisnil, da je bilo po njem. Medved je izbuljil oči,",0
"pogorišču oves. Oves je lepo zorel. To sta opazila tudi zajec in medved ter $ je zarenčal nad dolgouhcem: »Poberi se odtod, oves je moj!« Zajec je pomigal z $ hrana mi tekne!« Tako oblastno besedičenje je debeluhu zaprlo sapo, zajec pa je nadaljeval: $ onile hribček k plotu in se spočijva.« Medved je smrčal, zajec tudi. Zajec je $ da se mu nudi ugodna priložnost za beg. Pogledal je zajca in opazil, da $ oh, skoraj bi bilo po meni, skoraj bi me premagal zajec« »Dveh pa gotovo $ Medved se je postavil na zadnje noge in je videl zajca, volk pa ga $ junak, da še ni po meni, ko sem vendar z zajcem govoril in še $ je do smrti stisnil medved, ko mu je hotel pokazati zajca. Zato pa pri $ krempljev so mu švigale iskre, a voda le ni pritekla. Zajec je udaril po $ žaba, pa tak mojster. Zbežati bo treba,« je vzdihnil medved. Zajec je strigel z $ k plotu in se spočijva.« Medved je smrčal, zajec tudi. Zajec je res spal, $ bo,« je menil volk. Sla sta pod klanec gledat junaka zajčka. Medved se je",1
"spanju je vdihaval prijetni vonj, potem pa zavzdihnil in zašepetal: »Mama!« Ko je odprl $ »Ko sem bil majhen in nisem mogel zaspati, mi je mama skuhala kamilice.« »Meni $ in se znašla v sončnem dnevu, kjer je otrok z mamo obiral dišeče kamilice.",1
"ni videl nihče drug. Na drugem koncu vasi je živel starec. Sonja se je $ hiše, pa tudi vaščani niso imeli radi opraviti z njim. Starec je največkrat sedel $ smer - kot da bi te ošte¬val. Lepega dne pa starca ni bilo več",0
"Pred mnogimi mnogimi leti je v neki vasi živela deklica Sonja. Imela je čudovite $ modre oči, ki so bile nekaj posebnega. Če jih je Sonja priprla in postrani $ pod strop hišice in od tam strmoglavil na sredo izbe. Sonja je kar skozi",1
"»da boš pomagala mnogim ljudem. Odslej te bom klical kar Spominčica.« ln ko je $ ki znajo videti spomine. Njihov vonj me bo spominjal nate.« Spominčica je odrasla in $ pomlad spomnijo svetlomodre cvetlice. In če ti kdo podari šopek spominčic, te ima zares",1
sobi in sredi traku. V črnini traku se je izrisala bolna gospa in ob njeni,0
"poroki. Vsi so se veselili: plesali so in peli, le bled mladenič s starčevimi potezami",0
naslednji potegnil vase. Zdaj je stala ob razbeljeni tovarniški peči. Utrujen moški je metal premog,0
"dne spet žaloval za izgubljeno mladostjo, se mu je prikazala vila z Menine planine $ v gozd, kjer je izviral čudežni studenec. »Pij!« je velela vila, kos ta prispela $ na cilj. Starček se je sklonil in pil, dokler ni vila spet spregovorila: »Zdaj $ vila spet spregovorila: »Zdaj prejenjaj! Zadosti si pil!« Takrat je vila izginila, drvar pa",1
"ubog živel je planino Menino pod vasi majhni V drvar, ki je imel $ spregovorila: »Zdaj prejenjaj! Zadosti si pil!« Takrat je vila izginila, drvar pa se je $ dokler se ni pomladila v dojenčka... Kaj bi zdaj mladi drvar s takšno ženo,",1
"postaral in ni bil več tako spešen, je gladoval z ostarelo ženo vred. Ko je $ spoznala! Povedal ji je, kaj je doživel pri čudežnem studencu. Žena pa je silila $ oženil. In njegova druag žena je zibala dete - drvarjevo prvo ženo... Ko so ljudje",0
in odšel domov. A kmalu se je oženil. In njegova druag žena je zibala dete,1
"in je se Zvečerilo — Sanja je morala v $ luč in ji zaželela lahko noč. Potem so vsi trije, Sanja, Mihec in Nina, $ pogledali skozi okno v temno noč. — »Joj,« je vzkliknila Sanja, »danes pa pol $ jo moramo najti in popraviti.« »Ampak, kako?« se je začudila Sanja. »Najbrž,« se je $ »jo bo vrnil?«. »O ne, ne bo je,« je rekla Sanja, »sami jo moramo",1
"in Sanja je morala v posteljo. K sebi je stisnila Mihca in Nino, dvojčka $ in ji zaželela lahko noč. Potem so vsi trije, Sanja, Mihec in Nina, pogledali $ Sanja, »danes pa pol lune manjka! Poglejta!« »Res,« je rekel Mihec, »luna je vendar $ »luna je vendar okrogla!« Nina je pokimala. Ker je bil Mihec njen dvojček, sta $ na kar na jok, in če ne bi bilo navihanega Mihca, bi bila zjutraj $ kako?« se je začudila Sanja. »Najbrž,« se je domislil prebrisani Mihec, »aha, najbrž jo",1
"je morala v posteljo. K sebi je stisnila Mihca in Nino, dvojčka iz cunj, $ zaželela lahko noč. Potem so vsi trije, Sanja, Mihec in Nina, pogledali skozi okno $ manjka! Poglejta!« »Res,« je rekel Mihec, »luna je vendar okrogla!« Nina je pokimala. Ker $ otrok in gleda, ali pridno spijo,« je sedaj rekla še Nina. »Torej jo moramo $ in jo odnesel s seboj.« »Kaj misliš,« je žalostno vprašala Nina, »jo bo vrnil?«.",1
"služil je leta Dolga Nace pri stricu za $ bilo tiste čase pri hiši, je bil nam mestnim otrokom Nace, vzor in vzgled $ odvrnila, da je moja srčna želja, da postanem nekoč hlapec Nace. Res, za veliko $ in jih odnašala v gnezdo na orehu, da je ubogi Nace moral plezati ponje. $ ponje. Takrat smo vsi, kar se nas je gnetlo okrog Naceta, slepo verjeli v $ ust. S kakšnim spoštovanjem smo se v nedeljskih popoldnevih, ko Nace ni imel opravka, $ na njej. O, čudovit je bil takrat zame ta borni Nacetov kotiček pod s $ je tako prijetno zaudarjalo po gnoju in potu živali! Pisati Nace ni znal, menda $ jih ni pozabil, ko smo ga ob letu znova spraševali: »Nace, kako pa ─ $ ne, mestne frkolinke! Če se je stric kdaj razjezil nad Nacetom, smo bili vselej $ in znali. Nekoč, ko smo se otroci sami peljali z Nacetom v oddaljeni kraj $ konji in nas s kočijo vred zvrnili v obcestni jarek. Nace je skušal zaustaviti $ posipaval cesto, nam je prišel v pomoč, da smo nezavestnega Naceta zvlekli pod kozolec, $ kočijo, brez zdravil in konj, smo skušali pri stricu opravičiti Naceta: »Nace je junak,« $ brez zdravil in konj, smo skušali pri stricu opravičiti Naceta: »Nace je junak,« smo $ dal zapreči koleselj in se je kmalu vrnil z obvezanim Nacetom. Tudi konje so $ jo je tako lepo popravil šentjernejski kolar. Kar koli je Nace napravil, je bilo $ ko pa le ni odjenjala še naslednji dan, sem poiskala Naceta, da bi mi $ V luknji hlevskega zidu je gnezdila sova. To je iztaknil Nace in ko je $ je stara odletela po hrano za svoje mladiče, ji je Nace zazidal z vhod $ je vse zagomazelo od studa in jeze: »Sram vas bodi, Nace! Kaj ste storili!« $ za mlade sove sem stala kraj lestve, medtem ko je Nace s kladivom razbijal $ ob zid, zdaj malo više nad mestom, kjer je razbijal Nace. Ko je razgrebel",1
"ni znal, menda tudi brati ne. Vendar smo ga mi otroci naučili nekaj francoskih $ stric kdaj razjezil nad Nacetom, smo bili vselej tudi mi otroci bridko prizadeti zanj. $ zagovarjati, kot smo vedeli in znali. Nekoč, ko smo se otroci sami peljali z",1
"steljo! Vsakega ptička, ki sva ga z grma prepodila, vsakega metulja, katere sem tiste",1
"ko je grebel po zemlji. Ujel je zame mladega divjega zajčka s polja, prinesel",1
"divjega zajčka s polja, prinesel iz hoste ježa in udomačil srako, ki je v",1
"kar se nas je gnetlo okrog Naceta, slepo verjeli v čarovnice in divjega moža;",0
"nas je gnetlo okrog Naceta, slepo verjeli v čarovnice in divjega moža; tudi v belo",0
"slepo verjeli v čarovnice in divjega moža; tudi v belo kobilo, ki je skakala",1
"pri Nace služil je leta Dolga stricu za hlapca. Opravljal $ češ ne boste me ne, mestne frkolinke! Če se je stric kdaj razjezil nad $ nezavestnega Naceta zvlekli pod kozolec, sami pa smo odhiteli klicat strica, ki je bil $ za razbito kočijo, brez zdravil in konj, smo skušali pri stricu opravičiti Naceta: »Nace $ je s poudarkom odvrnil. »Ni jih škoda, če poginejo.« »Po strica grem in mu",1
"z zevajočo rano sredi čela, obležal v ogonih njiv. Nek cestar, ki je v",1
"dosti poznala škoda, ker jo je tako lepo popravil šentjernejski kolar. Kar koli je",1
"se z glavo zaletavala obenj. Spoznala sem, da je bila sova. »Le kaj neki $ sprva nisem dosti brigala zanjo, kajti vedela sem, da je sova roparica, ki zasleduje $ napravil ta grdi babjevernik! V luknji hlevskega zidu je gnezdila sova. To je iztaknil $ mladiče, ji je Nace zazidal z vhod v votlino. Uboga sova se je dva $ razbijal omet. Strjeni kosci apna so frčali naokrog in stara sova se je še",0
"s je se Očka Sanjo in njenim bratcem $ se skoraj nikoli nista ločila, bi Nina včasih rada imela Sanjo samo zase, da $ mu uspelo. »Pazi, da ne padeš, « mu je zaklicala Sanja. »Seveda, zelo pazi! $ držal v naročju. Mihec in Nina sta se stiskala k Sanji in mižala od $ je mamica koleno obvezala in rekla, da ni nič hudega. Ampak Sanji in cunjastima dvojčkoma $ povedal. Potem sta dvojčka vsak s svoje strani nekaj zašepetala Sanji v uho. In $ imamo zate,« je s sladoledom v roki kmalu pritekla nazaj Sanja. Z drugo roko $ bosta čuvala, dokler se spet ne vrnem? « je vprašala Sanja. »Bova! « sta $ strinjala, »zdaj pa mu zapojva uspavanko! « Ko se je Sanja vrnila, je njen",1
"na pomladanski izlet. Seveda sta šla zraven tudi cunjasta dvojčka Mihec in Nina. Čeprav $ Sanjo samo zase, da bi se sami igrali s punčkami. Mihec pa bi včasih $ je zaklicala Sanja. »Seveda, zelo pazi! « je prikimala Nina, Mihec pa ga je $ da ga je vso pot do avta držal v naročju. Mihec in Nina sta $ tudi igrati ni smel, s kolenom je moral popolnoma mirovati. Mihec je prijel Nino $ nazaj Sanja. Z drugo roko je za drobceno roko držala Mihca, ta pa Nino, $ Sedela sta na robu blazine in ga od blizu opazovala. Mihec je z dlanmi $ »Saj se bova večkrat igrala z njim? « je rekel Mihec in zaupljivo prijel $ da je ne bi prebudila, je s seboj vzela Nino, Mihca pa do jutra",1
